A monkey liked a dog that burned a plant .	monkey ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND dog ( x _ 4 ) AND dog . nmod ( x _ 4 , x _ 6 ) AND burn . agent ( x _ 6 , x _ 4 ) AND burn . theme ( x _ 6 , x _ 8 ) AND plant ( x _ 8 )	like ( agent = monkey , theme = dog ( nmod = burn ( agent = dog , theme = plant ) ) )	
The boy sent a cake that Ellie passed the teacher to the writer .	* boy ( x _ 1 ) ; * teacher ( x _ 9 ) ; * writer ( x _ 12 ) ; send . agent ( x _ 2 , x _ 1 ) AND send . theme ( x _ 2 , x _ 4 ) AND send . recipient ( x _ 2 , x _ 12 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND pass . agent ( x _ 7 , Ellie ) AND pass . recipient ( x _ 7 , x _ 9 ) AND pass . theme ( x _ 7 , x _ 4 )	send ( agent = * boy , theme = cake ( nmod = pass ( agent = Ellie , recipient = * teacher , theme = cake ) ) , recipient = * writer )	
A cat touched Olivia that the hero hunted .	* hero ( x _ 6 ) ; cat ( x _ 1 ) AND touch . agent ( x _ 2 , x _ 1 ) AND touch . theme ( x _ 2 , Olivia ) AND Olivia . nmod ( x _ 3 , x _ 7 ) AND hunt . agent ( x _ 7 , x _ 6 ) AND hunt . theme ( x _ 7 , Olivia )	touch ( agent = cat , theme = Olivia ( nmod = hunt ( agent = * hero , theme = Olivia ) ) )	
A girl studied the monkey that dreamed that a baby rolled .	* monkey ( x _ 4 ) ; girl ( x _ 1 ) AND study . agent ( x _ 2 , x _ 1 ) AND study . theme ( x _ 2 , x _ 4 ) AND monkey . nmod ( x _ 4 , x _ 6 ) AND dream . agent ( x _ 6 , x _ 4 ) AND dream . ccomp ( x _ 6 , x _ 10 ) AND baby ( x _ 9 ) AND roll . theme ( x _ 10 , x _ 9 )	study ( agent = girl , theme = * monkey ( nmod = dream ( agent = * monkey , ccomp = roll ( theme = baby ) ) ) )	
Jaxon liked a cake that David helped .	like . agent ( x _ 1 , Jaxon ) AND like . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND help . agent ( x _ 6 , David ) AND help . theme ( x _ 6 , x _ 3 )	like ( agent = Jaxon , theme = cake ( nmod = help ( agent = David , theme = cake ) ) )	
James tolerated the girl that the bunny ate .	* girl ( x _ 3 ) ; * bunny ( x _ 6 ) ; tolerate . agent ( x _ 1 , James ) AND tolerate . theme ( x _ 1 , x _ 3 ) AND girl . nmod ( x _ 3 , x _ 7 ) AND eat . agent ( x _ 7 , x _ 6 ) AND eat . theme ( x _ 7 , x _ 3 )	tolerate ( agent = James , theme = * girl ( nmod = eat ( agent = * bunny , theme = * girl ) ) )	
The girl liked a cake that was drawn .	* girl ( x _ 1 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND draw . theme ( x _ 7 , x _ 4 )	like ( agent = * girl , theme = cake ( nmod = draw ( theme = cake ) ) )	
The girl hoped that Isabella respected that Noah helped a drink that the bird forwarded to the lamb .	* girl ( x _ 1 ) ; * bird ( x _ 13 ) ; * lamb ( x _ 17 ) ; hope . agent ( x _ 2 , x _ 1 ) AND hope . ccomp ( x _ 2 , x _ 5 ) AND respect . agent ( x _ 5 , Isabella ) AND respect . ccomp ( x _ 5 , x _ 8 ) AND help . agent ( x _ 8 , Noah ) AND help . theme ( x _ 8 , x _ 10 ) AND drink ( x _ 10 ) AND drink . nmod ( x _ 10 , x _ 14 ) AND forward . agent ( x _ 14 , x _ 13 ) AND forward . recipient ( x _ 14 , x _ 17 ) AND forward . theme ( x _ 14 , x _ 10 )	hope ( agent = * girl , ccomp = respect ( agent = Isabella , ccomp = help ( agent = Noah , theme = drink ( nmod = forward ( agent = * bird , recipient = * lamb , theme = drink ) ) ) ) )	
A crocodile rolled the balloon that Ethan doubled .	* balloon ( x _ 4 ) ; crocodile ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND balloon . nmod ( x _ 4 , x _ 7 ) AND double . agent ( x _ 7 , Ethan ) AND double . theme ( x _ 7 , x _ 4 )	roll ( agent = crocodile , theme = * balloon ( nmod = double ( agent = Ethan , theme = * balloon ) ) )	
A girl burned the hat that the teacher painted .	* hat ( x _ 4 ) ; * teacher ( x _ 7 ) ; girl ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 ) AND hat . nmod ( x _ 4 , x _ 8 ) AND paint . agent ( x _ 8 , x _ 7 ) AND paint . theme ( x _ 8 , x _ 4 )	burn ( agent = girl , theme = * hat ( nmod = paint ( agent = * teacher , theme = * hat ) ) )	
A baby ate the cake that the girl rolled .	* cake ( x _ 4 ) ; * girl ( x _ 7 ) ; baby ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 8 ) AND roll . agent ( x _ 8 , x _ 7 ) AND roll . theme ( x _ 8 , x _ 4 )	eat ( agent = baby , theme = * cake ( nmod = roll ( agent = * girl , theme = * cake ) ) )	
Liam gave a donut that was offered to William to a horse .	give . agent ( x _ 1 , Liam ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 11 ) AND donut ( x _ 3 ) AND donut . nmod ( x _ 3 , x _ 6 ) AND offer . theme ( x _ 6 , x _ 3 ) AND offer . recipient ( x _ 6 , William ) AND horse ( x _ 11 )	give ( agent = Liam , theme = donut ( nmod = offer ( theme = donut , recipient = William ) ) , recipient = horse )	
The dog liked the giraffe that knew .	* dog ( x _ 1 ) ; * giraffe ( x _ 4 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND giraffe . nmod ( x _ 4 , x _ 6 ) AND know . agent ( x _ 6 , x _ 4 )	like ( agent = * dog , theme = * giraffe ( nmod = know ( agent = * giraffe ) ) )	
The boy grew Sophia that Luna found .	* boy ( x _ 1 ) ; grow . agent ( x _ 2 , x _ 1 ) AND grow . theme ( x _ 2 , Sophia ) AND Sophia . nmod ( x _ 3 , x _ 6 ) AND find . agent ( x _ 6 , Luna ) AND find . theme ( x _ 6 , Sophia )	grow ( agent = * boy , theme = Sophia ( nmod = find ( agent = Luna , theme = Sophia ) ) )	
Sofia promised a horse the cookie that was grown by a boy .	* cookie ( x _ 5 ) ; promise . agent ( x _ 1 , Sofia ) AND promise . recipient ( x _ 1 , x _ 3 ) AND promise . theme ( x _ 1 , x _ 5 ) AND horse ( x _ 3 ) AND cookie . nmod ( x _ 5 , x _ 8 ) AND grow . theme ( x _ 8 , x _ 5 ) AND grow . agent ( x _ 8 , x _ 11 ) AND boy ( x _ 11 )	promise ( agent = Sofia , recipient = horse , theme = * cookie ( nmod = grow ( theme = * cookie , agent = boy ) ) )	
A cat poked Elizabeth that a girl rolled .	cat ( x _ 1 ) AND poke . agent ( x _ 2 , x _ 1 ) AND poke . theme ( x _ 2 , Elizabeth ) AND Elizabeth . nmod ( x _ 3 , x _ 7 ) AND girl ( x _ 6 ) AND roll . agent ( x _ 7 , x _ 6 ) AND roll . theme ( x _ 7 , Elizabeth )	poke ( agent = cat , theme = Elizabeth ( nmod = roll ( agent = girl , theme = Elizabeth ) ) )	
The mouse valued a girl that the boy liked .	* mouse ( x _ 1 ) ; * boy ( x _ 7 ) ; value . agent ( x _ 2 , x _ 1 ) AND value . theme ( x _ 2 , x _ 4 ) AND girl ( x _ 4 ) AND girl . nmod ( x _ 4 , x _ 8 ) AND like . agent ( x _ 8 , x _ 7 ) AND like . theme ( x _ 8 , x _ 4 )	value ( agent = * mouse , theme = girl ( nmod = like ( agent = * boy , theme = girl ) ) )	
Michael worshipped the cat that Amelia liked .	* cat ( x _ 3 ) ; worship . agent ( x _ 1 , Michael ) AND worship . theme ( x _ 1 , x _ 3 ) AND cat . nmod ( x _ 3 , x _ 6 ) AND like . agent ( x _ 6 , Amelia ) AND like . theme ( x _ 6 , x _ 3 )	worship ( agent = Michael , theme = * cat ( nmod = like ( agent = Amelia , theme = * cat ) ) )	
The boy stabbed a donut that was split by a pupil .	* boy ( x _ 1 ) ; stab . agent ( x _ 2 , x _ 1 ) AND stab . theme ( x _ 2 , x _ 4 ) AND donut ( x _ 4 ) AND donut . nmod ( x _ 4 , x _ 7 ) AND split . theme ( x _ 7 , x _ 4 ) AND split . agent ( x _ 7 , x _ 10 ) AND pupil ( x _ 10 )	stab ( agent = * boy , theme = donut ( nmod = split ( theme = donut , agent = pupil ) ) )	
Mia slid the cake that was heard .	* cake ( x _ 3 ) ; slide . agent ( x _ 1 , Mia ) AND slide . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND hear . theme ( x _ 6 , x _ 3 )	slide ( agent = Mia , theme = * cake ( nmod = hear ( theme = * cake ) ) )	
A student liked a cake that was pierced .	student ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND pierce . theme ( x _ 7 , x _ 4 )	like ( agent = student , theme = cake ( nmod = pierce ( theme = cake ) ) )	
The girl liked a toy that was floated .	* girl ( x _ 1 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND toy ( x _ 4 ) AND toy . nmod ( x _ 4 , x _ 7 ) AND float . theme ( x _ 7 , x _ 4 )	like ( agent = * girl , theme = toy ( nmod = float ( theme = toy ) ) )	
The girl called the leaf that was snapped by Julian .	* girl ( x _ 1 ) ; * leaf ( x _ 4 ) ; call . agent ( x _ 2 , x _ 1 ) AND call . theme ( x _ 2 , x _ 4 ) AND leaf . nmod ( x _ 4 , x _ 7 ) AND snap . theme ( x _ 7 , x _ 4 ) AND snap . agent ( x _ 7 , Julian )	call ( agent = * girl , theme = * leaf ( nmod = snap ( theme = * leaf , agent = Julian ) ) )	
A girl posted the donut that was juggled to Liam .	* donut ( x _ 4 ) ; girl ( x _ 1 ) AND post . agent ( x _ 2 , x _ 1 ) AND post . theme ( x _ 2 , x _ 4 ) AND post . recipient ( x _ 2 , Liam ) AND donut . nmod ( x _ 4 , x _ 7 ) AND juggle . theme ( x _ 7 , x _ 4 )	post ( agent = girl , theme = * donut ( nmod = juggle ( theme = * donut ) ) , recipient = Liam )	
A duke ate a cookie that Liam gave to the girl .	* girl ( x _ 10 ) ; duke ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND cookie ( x _ 4 ) AND cookie . nmod ( x _ 4 , x _ 7 ) AND give . agent ( x _ 7 , Liam ) AND give . recipient ( x _ 7 , x _ 10 ) AND give . theme ( x _ 7 , x _ 4 )	eat ( agent = duke , theme = cookie ( nmod = give ( agent = Liam , recipient = * girl , theme = cookie ) ) )	
Emma rolled a cake that Liam touched .	roll . agent ( x _ 1 , Emma ) AND roll . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND touch . agent ( x _ 6 , Liam ) AND touch . theme ( x _ 6 , x _ 3 )	roll ( agent = Emma , theme = cake ( nmod = touch ( agent = Liam , theme = cake ) ) )	
Olivia lended the crayon that William froze to Emma .	* crayon ( x _ 3 ) ; lend . agent ( x _ 1 , Olivia ) AND lend . theme ( x _ 1 , x _ 3 ) AND lend . recipient ( x _ 1 , Emma ) AND crayon . nmod ( x _ 3 , x _ 6 ) AND freeze . agent ( x _ 6 , William ) AND freeze . theme ( x _ 6 , x _ 3 )	lend ( agent = Olivia , theme = * crayon ( nmod = freeze ( agent = William , theme = * crayon ) ) , recipient = Emma )	
Evelyn ate a basket that was appreciated by Addison .	eat . agent ( x _ 1 , Evelyn ) AND eat . theme ( x _ 1 , x _ 3 ) AND basket ( x _ 3 ) AND basket . nmod ( x _ 3 , x _ 6 ) AND appreciate . theme ( x _ 6 , x _ 3 ) AND appreciate . agent ( x _ 6 , Addison )	eat ( agent = Evelyn , theme = basket ( nmod = appreciate ( theme = basket , agent = Addison ) ) )	
A boy ate Leo that a frog liked .	boy ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , Leo ) AND Leo . nmod ( x _ 3 , x _ 7 ) AND frog ( x _ 6 ) AND like . agent ( x _ 7 , x _ 6 ) AND like . theme ( x _ 7 , Leo )	eat ( agent = boy , theme = Leo ( nmod = like ( agent = frog , theme = Leo ) ) )	
Isabella liked that a girl changed the cake that Emma drew .	* cake ( x _ 7 ) ; like . agent ( x _ 1 , Isabella ) AND like . ccomp ( x _ 1 , x _ 5 ) AND girl ( x _ 4 ) AND change . agent ( x _ 5 , x _ 4 ) AND change . theme ( x _ 5 , x _ 7 ) AND cake . nmod ( x _ 7 , x _ 10 ) AND draw . agent ( x _ 10 , Emma ) AND draw . theme ( x _ 10 , x _ 7 )	like ( agent = Isabella , ccomp = change ( agent = girl , theme = * cake ( nmod = draw ( agent = Emma , theme = * cake ) ) ) )	
William tolerated that Noah sketched a girl that changed Emma .	tolerate . agent ( x _ 1 , William ) AND tolerate . ccomp ( x _ 1 , x _ 4 ) AND sketch . agent ( x _ 4 , Noah ) AND sketch . theme ( x _ 4 , x _ 6 ) AND girl ( x _ 6 ) AND girl . nmod ( x _ 6 , x _ 8 ) AND change . agent ( x _ 8 , x _ 6 ) AND change . theme ( x _ 8 , Emma )	tolerate ( agent = William , ccomp = sketch ( agent = Noah , theme = girl ( nmod = change ( agent = girl , theme = Emma ) ) ) )	
The guy admired a raisin that Emma sold to William .	* guy ( x _ 1 ) ; admire . agent ( x _ 2 , x _ 1 ) AND admire . theme ( x _ 2 , x _ 4 ) AND raisin ( x _ 4 ) AND raisin . nmod ( x _ 4 , x _ 7 ) AND sell . agent ( x _ 7 , Emma ) AND sell . recipient ( x _ 7 , William ) AND sell . theme ( x _ 7 , x _ 4 )	admire ( agent = * guy , theme = raisin ( nmod = sell ( agent = Emma , recipient = William , theme = raisin ) ) )	
The dog lended the girl a bat that was liked .	* dog ( x _ 1 ) ; * girl ( x _ 4 ) ; lend . agent ( x _ 2 , x _ 1 ) AND lend . recipient ( x _ 2 , x _ 4 ) AND lend . theme ( x _ 2 , x _ 6 ) AND bat ( x _ 6 ) AND bat . nmod ( x _ 6 , x _ 9 ) AND like . theme ( x _ 9 , x _ 6 )	lend ( agent = * dog , recipient = * girl , theme = bat ( nmod = like ( theme = bat ) ) )	
A boy froze Emma that a girl drew .	boy ( x _ 1 ) AND freeze . agent ( x _ 2 , x _ 1 ) AND freeze . theme ( x _ 2 , Emma ) AND Emma . nmod ( x _ 3 , x _ 7 ) AND girl ( x _ 6 ) AND draw . agent ( x _ 7 , x _ 6 ) AND draw . theme ( x _ 7 , Emma )	freeze ( agent = boy , theme = Emma ( nmod = draw ( agent = girl , theme = Emma ) ) )	
A princess admired a cat that Emma liked .	princess ( x _ 1 ) AND admire . agent ( x _ 2 , x _ 1 ) AND admire . theme ( x _ 2 , x _ 4 ) AND cat ( x _ 4 ) AND cat . nmod ( x _ 4 , x _ 7 ) AND like . agent ( x _ 7 , Emma ) AND like . theme ( x _ 7 , x _ 4 )	admire ( agent = princess , theme = cat ( nmod = like ( agent = Emma , theme = cat ) ) )	
A girl lended the pretzel that was decomposed to a bear .	* pretzel ( x _ 4 ) ; girl ( x _ 1 ) AND lend . agent ( x _ 2 , x _ 1 ) AND lend . theme ( x _ 2 , x _ 4 ) AND lend . recipient ( x _ 2 , x _ 10 ) AND pretzel . nmod ( x _ 4 , x _ 7 ) AND decompose . theme ( x _ 7 , x _ 4 ) AND bear ( x _ 10 )	lend ( agent = girl , theme = * pretzel ( nmod = decompose ( theme = * pretzel ) ) , recipient = bear )	
Victoria painted a boy that liked that a mouse was given the coin by the child .	* coin ( x _ 12 ) ; * child ( x _ 15 ) ; paint . agent ( x _ 1 , Victoria ) AND paint . theme ( x _ 1 , x _ 3 ) AND boy ( x _ 3 ) AND boy . nmod ( x _ 3 , x _ 5 ) AND like . agent ( x _ 5 , x _ 3 ) AND like . ccomp ( x _ 5 , x _ 10 ) AND mouse ( x _ 8 ) AND give . recipient ( x _ 10 , x _ 8 ) AND give . theme ( x _ 10 , x _ 12 ) AND give . agent ( x _ 10 , x _ 15 )	paint ( agent = Victoria , theme = boy ( nmod = like ( agent = boy , ccomp = give ( recipient = mouse , theme = * coin , agent = * child ) ) ) )	
Emma liked a cake that the baby gave Liam .	* baby ( x _ 6 ) ; like . agent ( x _ 1 , Emma ) AND like . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod ( x _ 3 , x _ 7 ) AND give . agent ( x _ 7 , x _ 6 ) AND give . recipient ( x _ 7 , Liam ) AND give . theme ( x _ 7 , x _ 3 )	like ( agent = Emma , theme = cake ( nmod = give ( agent = * baby , recipient = Liam , theme = cake ) ) )	
A girl confessed that the boy loved the cake that Emma froze .	* boy ( x _ 5 ) ; * cake ( x _ 8 ) ; girl ( x _ 1 ) AND confess . agent ( x _ 2 , x _ 1 ) AND confess . ccomp ( x _ 2 , x _ 6 ) AND love . agent ( x _ 6 , x _ 5 ) AND love . theme ( x _ 6 , x _ 8 ) AND cake . nmod ( x _ 8 , x _ 11 ) AND freeze . agent ( x _ 11 , Emma ) AND freeze . theme ( x _ 11 , x _ 8 )	confess ( agent = girl , ccomp = love ( agent = * boy , theme = * cake ( nmod = freeze ( agent = Emma , theme = * cake ) ) ) )	
Oliver posted a raisin that was juggled by a girl to a kitty .	post . agent ( x _ 1 , Oliver ) AND post . theme ( x _ 1 , x _ 3 ) AND post . recipient ( x _ 1 , x _ 12 ) AND raisin ( x _ 3 ) AND raisin . nmod ( x _ 3 , x _ 6 ) AND juggle . theme ( x _ 6 , x _ 3 ) AND juggle . agent ( x _ 6 , x _ 9 ) AND girl ( x _ 9 ) AND kitty ( x _ 12 )	post ( agent = Oliver , theme = raisin ( nmod = juggle ( theme = raisin , agent = girl ) ) , recipient = kitty )	
A boy dusted Harper that Liam found .	boy ( x _ 1 ) AND dust . agent ( x _ 2 , x _ 1 ) AND dust . theme ( x _ 2 , Harper ) AND Harper . nmod ( x _ 3 , x _ 6 ) AND find . agent ( x _ 6 , Liam ) AND find . theme ( x _ 6 , Harper )	dust ( agent = boy , theme = Harper ( nmod = find ( agent = Liam , theme = Harper ) ) )	
A girl reddened a donut that Mateo froze .	girl ( x _ 1 ) AND redden . agent ( x _ 2 , x _ 1 ) AND redden . theme ( x _ 2 , x _ 4 ) AND donut ( x _ 4 ) AND donut . nmod ( x _ 4 , x _ 7 ) AND freeze . agent ( x _ 7 , Mateo ) AND freeze . theme ( x _ 7 , x _ 4 )	redden ( agent = girl , theme = donut ( nmod = freeze ( agent = Mateo , theme = donut ) ) )	
Harper noticed a dog that a boy rolled .	notice . agent ( x _ 1 , Harper ) AND notice . theme ( x _ 1 , x _ 3 ) AND dog ( x _ 3 ) AND dog . nmod ( x _ 3 , x _ 7 ) AND boy ( x _ 6 ) AND roll . agent ( x _ 7 , x _ 6 ) AND roll . theme ( x _ 7 , x _ 3 )	notice ( agent = Harper , theme = dog ( nmod = roll ( agent = boy , theme = dog ) ) )	
The horse loved a cookie that a mouse ate .	* horse ( x _ 1 ) ; love . agent ( x _ 2 , x _ 1 ) AND love . theme ( x _ 2 , x _ 4 ) AND cookie ( x _ 4 ) AND cookie . nmod ( x _ 4 , x _ 8 ) AND mouse ( x _ 7 ) AND eat . agent ( x _ 8 , x _ 7 ) AND eat . theme ( x _ 8 , x _ 4 )	love ( agent = * horse , theme = cookie ( nmod = eat ( agent = mouse , theme = cookie ) ) )	
A turtle rolled a brush that was grown .	turtle ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND brush ( x _ 4 ) AND brush . nmod ( x _ 4 , x _ 7 ) AND grow . theme ( x _ 7 , x _ 4 )	roll ( agent = turtle , theme = brush ( nmod = grow ( theme = brush ) ) )	
A bear liked a pony that tolerated the donut .	* donut ( x _ 8 ) ; bear ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND pony ( x _ 4 ) AND pony . nmod ( x _ 4 , x _ 6 ) AND tolerate . agent ( x _ 6 , x _ 4 ) AND tolerate . theme ( x _ 6 , x _ 8 )	like ( agent = bear , theme = pony ( nmod = tolerate ( agent = pony , theme = * donut ) ) )	
The girl ate the bowl that was lended to the cat by a frog .	* girl ( x _ 1 ) ; * bowl ( x _ 4 ) ; * cat ( x _ 10 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND bowl . nmod ( x _ 4 , x _ 7 ) AND lend . theme ( x _ 7 , x _ 4 ) AND lend . recipient ( x _ 7 , x _ 10 ) AND lend . agent ( x _ 7 , x _ 13 ) AND frog ( x _ 13 )	eat ( agent = * girl , theme = * bowl ( nmod = lend ( theme = * bowl , recipient = * cat , agent = frog ) ) )	
The writer liked the block that Emma knew .	* writer ( x _ 1 ) ; * block ( x _ 4 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND block . nmod ( x _ 4 , x _ 7 ) AND know . agent ( x _ 7 , Emma ) AND know . theme ( x _ 7 , x _ 4 )	like ( agent = * writer , theme = * block ( nmod = know ( agent = Emma , theme = * block ) ) )	
Oliver poked Emma that the cat helped .	* cat ( x _ 5 ) ; poke . agent ( x _ 1 , Oliver ) AND poke . theme ( x _ 1 , Emma ) AND Emma . nmod ( x _ 2 , x _ 6 ) AND help . agent ( x _ 6 , x _ 5 ) AND help . theme ( x _ 6 , Emma )	poke ( agent = Oliver , theme = Emma ( nmod = help ( agent = * cat , theme = Emma ) ) )	
Zoey snapped Emma that a dog froze .	snap . agent ( x _ 1 , Zoey ) AND snap . theme ( x _ 1 , Emma ) AND Emma . nmod ( x _ 2 , x _ 6 ) AND dog ( x _ 5 ) AND freeze . agent ( x _ 6 , x _ 5 ) AND freeze . theme ( x _ 6 , Emma )	snap ( agent = Zoey , theme = Emma ( nmod = freeze ( agent = dog , theme = Emma ) ) )	
Lucas mailed Emma a donut that was worshipped .	mail . agent ( x _ 1 , Lucas ) AND mail . recipient ( x _ 1 , Emma ) AND mail . theme ( x _ 1 , x _ 4 ) AND donut ( x _ 4 ) AND donut . nmod ( x _ 4 , x _ 7 ) AND worship . theme ( x _ 7 , x _ 4 )	mail ( agent = Lucas , recipient = Emma , theme = donut ( nmod = worship ( theme = donut ) ) )	
Emma knew the cake that James served to Charlotte .	* cake ( x _ 3 ) ; know . agent ( x _ 1 , Emma ) AND know . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND serve . agent ( x _ 6 , James ) AND serve . recipient ( x _ 6 , Charlotte ) AND serve . theme ( x _ 6 , x _ 3 )	know ( agent = Emma , theme = * cake ( nmod = serve ( agent = James , recipient = Charlotte , theme = * cake ) ) )	
A dog dusted a cake that was slid by Liam .	dog ( x _ 1 ) AND dust . agent ( x _ 2 , x _ 1 ) AND dust . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND slide . theme ( x _ 7 , x _ 4 ) AND slide . agent ( x _ 7 , Liam )	dust ( agent = dog , theme = cake ( nmod = slide ( theme = cake , agent = Liam ) ) )	
A horse served the penny that was cooked to the giraffe .	* penny ( x _ 4 ) ; * giraffe ( x _ 10 ) ; horse ( x _ 1 ) AND serve . agent ( x _ 2 , x _ 1 ) AND serve . theme ( x _ 2 , x _ 4 ) AND serve . recipient ( x _ 2 , x _ 10 ) AND penny . nmod ( x _ 4 , x _ 7 ) AND cook . theme ( x _ 7 , x _ 4 )	serve ( agent = horse , theme = * penny ( nmod = cook ( theme = * penny ) ) , recipient = * giraffe )	
Emma tolerated that Noah rolled the donut that split .	* donut ( x _ 6 ) ; tolerate . agent ( x _ 1 , Emma ) AND tolerate . ccomp ( x _ 1 , x _ 4 ) AND roll . agent ( x _ 4 , Noah ) AND roll . theme ( x _ 4 , x _ 6 ) AND donut . nmod ( x _ 6 , x _ 8 ) AND split . theme ( x _ 8 , x _ 6 )	tolerate ( agent = Emma , ccomp = roll ( agent = Noah , theme = * donut ( nmod = split ( theme = * donut ) ) ) )	
James split the cookie that a girl cleaned .	* cookie ( x _ 3 ) ; split . agent ( x _ 1 , James ) AND split . theme ( x _ 1 , x _ 3 ) AND cookie . nmod ( x _ 3 , x _ 7 ) AND girl ( x _ 6 ) AND clean . agent ( x _ 7 , x _ 6 ) AND clean . theme ( x _ 7 , x _ 3 )	split ( agent = James , theme = * cookie ( nmod = clean ( agent = girl , theme = * cookie ) ) )	
A pupil found a cake that was fed to Brooklyn by Emma .	pupil ( x _ 1 ) AND find . agent ( x _ 2 , x _ 1 ) AND find . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND feed . theme ( x _ 7 , x _ 4 ) AND feed . recipient ( x _ 7 , Brooklyn ) AND feed . agent ( x _ 7 , Emma )	find ( agent = pupil , theme = cake ( nmod = feed ( theme = cake , recipient = Brooklyn , agent = Emma ) ) )	
Liam lended a girl a cake that was liked by the resident .	* resident ( x _ 11 ) ; lend . agent ( x _ 1 , Liam ) AND lend . recipient ( x _ 1 , x _ 3 ) AND lend . theme ( x _ 1 , x _ 5 ) AND girl ( x _ 3 ) AND cake ( x _ 5 ) AND cake . nmod ( x _ 5 , x _ 8 ) AND like . theme ( x _ 8 , x _ 5 ) AND like . agent ( x _ 8 , x _ 11 )	lend ( agent = Liam , recipient = girl , theme = cake ( nmod = like ( theme = cake , agent = * resident ) ) )	
